Notes for posting,Shared,Timestamp,Contact,Organization,Email,Phone Number,Short Description of Advanced Training Opportunity (3-5 sentences),Location of Advanced Training Opportunity,Date(s) and Time(s) of Advanced Training,Any additional information:,Email Address,,,
ok to post!,x,12/28/2024 11:35:40,Amy Yocum,Wild Ones Madison,sparky858@sbcglobal.net,608-658-5351,"Botanizing by Bicycle: exploring southern WI native habitats on two wheels. This program is sponsored by the Madison Wild Ones chapter and is free, open to the public.","Harmony Bar and Grill, 2201 Atwood Avenue Madison WI","January 30, 2025 6:00-7:30pm","Join Wild Ones-Madison as Jeff Steele shares his experiences botanizing on two wheels along southern Wisconsin’s incredible trail network. Jeff will discuss his favorite natural areas, how to get there via bicycle, what plants and animals one may expect to find, and bicycle camping options along the way. Those that attend this presentation will learn how to utilize available online resources to develop their own unique route. Jeff will also share sample itineraries for those that would like ideas for their next botany bicycle adventure.",sparky858@sbcglobal.net,,,
Martha will share what to post in an email,,1/14/2025 17:56:34,Laura Kaiser,Wisconsin Forestry Center,wfc@uwsp.edu,715-346-3305,"Foresters and land managers are increasingly entrusted with implementing forestry practices that meet a variety of ecological objectives. Ecological silviculture is the toolbox managers can use to maintain the structure, composition, function, and dynamics of natural forest ecosystems. Join us for insightful discussions with national experts as we expand our understanding of silviculture based on natural disturbance models and ecological principles. This six-part webinar series will culminate with follow-up workshops to review on-the-ground examples that utilize these principles.",online,"Jan. 22, Feb. 19, Mar. 19, Apr. 16, May 21, June 18 from 12 pm - 1 pm CT","https://www.uwsp.edu/wfc/wisconsin-forestry-center/workshops-trainings/ecological-silviculture-webinar-series/

recordings posted a few weeks after event",laurakaiser313@gmail.com,,,
ok to post!,x,1/16/2025 15:49:26,Chris Kavalauskas,Retzer Nature Center,ckavalauskas@waukeshacounty.gov,262-896-8007,"Retzer Nature Center's Spring Workshop will help you discover why birds captivate us and how we can help birds in our yards through certain native plantings. Experts will share information on bird biology, migration, tips for identifying birds, with an optional short hike to Retzer birding hotspots.","Retzer Nature Center, Waukesha","Saturday, March 15, 9am-12pm","• $20/person; workshop is for ages 15+
• Register online by Noon, March 14
• More information and registration link: https://www.waukeshacounty.gov/events/park-system/250314-spring-workshop-day/
• All About Birds and Bird ID Tips - 9:00-10:30am
Presented by Erin McKeon, Wisconsin Master Naturalist at Retzer specializing in ornithology and Tim Hahn, Vice President of Ben Goss Bird Club
• Pollinator Gardening to Bird Habitat - 10:30am - 12pm
Presented by Jennifer Lazewski, Wisconsin Society for Ornithology Executive Director, Master Gardener Volunteer and Master Naturalist, will present Pollinator Gardening for Bird Habitat, showing participants how to expand the birds you see right out your door by building layers of trees, shrubs and native plants to feed and shelter birds and their nestlings.
• Birding Hike (optional), 12-12:30pm, binoculars will be available
",ckavalauskas@waukeshacounty.gov,,,
Ok to post - use info in column K,x,2/4/2025 16:23:16,Kevin Dickey,LAKELAND AUDUBON SOCIETY,kevindickey@lakelandaudubon.com,2627299702,Educational talk given by a guest speaker at a local Audubon chapter meeting. The talk will be approximately one hour and the subject will be nature focused. This event is free to attend and open to the public.,"Lions Field House in Williams Bay, WI (Walworth County)",2/25/2025 at 7:00 PM,"LAKELAND AUDUBON SOCIETY
Chapter Meeting
Tuesday, February 25, 2025
7:00 PM
Lions Field House - 270 Elkhorn Road (Hwy 67), Williams Bay, WI
Free to attend and open to the public!

Guest Speaker: Jeff Bahls
Topic: ""Birding Horicon Marsh""

In this talk, Jeff will go over what makes Horicon Marsh so unique and birding there so special. He will cover such things as: the history, geology and the best locations to see birds.

About the Speaker:

Jeff put out his first bird house when he was about 7 years old. He has 40 years of experience with the Horicon Marsh where he works part-time for the Wisconsin Department of Natural Resources. Jeff has been a member of Horicon Marsh Bird club for the past 20+ years and is the current President. He currently sits on the board of the Wood Duck Society, a nationwide organization devoted to placement, and care of Wood Duck nest boxes and the life cycle of the Wood Duck. Jeff was a member of Cornell Lab of Ornithology 2007 search team, for Ivory Billed Woodpecker in Arkansas. In 2018 Jeff was awarded the Wisconsin Society of Ornithology bronze Passenger Pigeon award for outstanding contributions in local and state areas for study and enjoyment of birds. Jeff also enjoys looking for birds in his kayak along Wisconsin’s wonderful wetlands.",kevindickey@lakelandaudubon.com,,,
ok to post,x,2/10/2025 7:47:50,Cassie Rincon,Schlitz Audubon Nature Center,crincon@schlitzaudubon.org,4143522880,"Hiking the Ice Age Trail: The Otten Preserve

We’ll encounter a variety of habitats along the way and share information about indigenous people who once lived in the area and facts of ancient geology of the region. Expect to hike several miles over undulating and occasionally rocky terrain. Your guide for this hike is Director of Education Tom Finley, who has hiked many miles of the IAT. A portion of the proceeds benefit the Ice Age Trail Alliance. ","Known as part of the Kewaskum Segment, the Preserve features rolling hills, open fields, forested stretches and fantastic views of glacial topography. This location is adjacent to Sunburst Ski Resort.","Wednesday, February 19, 2025 | 10:00 am - 12:00 pm","Members: $25 | Non-Members: $30 

https://www.schlitzaudubon.org/event/hiking-the-ice-age-trail-the-otten-preserve/",crincon@schlitzaudubon.org,,,
ok to post,x,2/10/2025 7:52:07,Cassie RIncon,Schlitz Audubon Nature Center,crincon@schlitzaudubon.org,4143522880,"Urban Astronomy

Learn how you can study the stars and planets and participate in citizen science, day or night. Our presenter is Matthew Ryno, a published citizen scientist from the Milwaukee Astronomical Society (MAS), who has logged over 300 citizen science missions. Mr. Ryno will discuss how to get involved with discovering the night sky from any location, even in the city, regardless of experience or skill level.",Schlitz Audubon Nature Center,"Thursday, March 6, 2025 | 6:30 pm - 8:00 pm","Free to all

For more information and to register: https://www.schlitzaudubon.org/event/urban-astronomy/",crincon@schlitzaudubon.org,,,
ok to post,x,2/10/2025 7:54:47,Cassie Rincon,Schlitz Audubon Nature Center,crincon@schlitzaudubon.org,4143522880,"Geology Workshop

This two-part winter workshop explores some of the many facets of Wisconsin geology, with special emphasis on our local Lake Michigan landscape. Explaining key concepts of glacial history and going back into our ancient past of the Silurian Sea, this workshop will help participants understand some of the fascinating changes that our region has undergone. We’ll view rock, fossil, and mineral specimens and spend time on the lakefront viewing our resident rocks – some of which travelled hundreds of miles to be here!  

You’ll learn some of the important igneous, metamorphic and sedimentary rocks found in southeastern Wisconsin and enjoy the wintery trails of Schlitz Audubon.",Schlitz Audubon Nature Center,"Saturday, March 15 & Saturday, March 29 , 2025 | 1:00 pm - 3:00 pm","Members: $50 | Non-members: $65

For more information and to register: https://www.schlitzaudubon.org/event/geology-workshop/",crincon@schlitzaudubon.org,,,
ok to post,x,2/10/2025 7:56:45,Cassie Rincon,Schlitz Audubon Nature Center,crincon@schlitzaudubon.org,4143522880,"Vernal Equinox Hike

The vernal or spring equinox marks the date the Sun passes directly over the celestial equator on its northward journey. It also marks the beginning of astronomical spring in the northern hemisphere.  Usually associated with 12 hours of day and night, the tilt of the Earth’s axis is pointed neither directly at nor away from the Sun. Celebrated across many cultures, this is a time for renewal and rebirth. It represents the continued lengthening of days and the return of light for growth among all life. 

Director of Education Tom Finley will guide us on a hike to explore the significance of the spring in Wisconsin. After the hike, we’ll enjoy time around a fire.  ",Schlitz Audubon Nature Center,"Thursday, March 20, 2025 | 10:00 am - 11:30 am"," Member: $17 | Non-Member: $23

For more information and to register: https://www.schlitzaudubon.org/event/vernal-equinox-hike/",crincon@schlitzaudubon.org,,,
ok to post,x,2/10/2025 8:00:06,Cassie Rincon,Schlitz Audubon Nature Center,crincon@schlitzaudubon.org,4143522880,"Mauthe Lake Field Trip

On this excursion, we’ll look for early spring migrants, gain a deeper understanding of local geologic history and enjoy fresh spring air while hiking in this lowland region.  

March is a transitional time in the forest community, and we will identify some of the first plants and animals to welcome the return of spring. Expect to hike two – three miles over undulating and occasionally rocky terrain.",Mauthe Lake,"Wednesday, March 26, 2025 | 10:00 am - 12:00 pm","Members: $25 | Non-Members: $30

For more information and to register: https://www.schlitzaudubon.org/event/mauthe-lake-field-trip/",crincon@schlitzaudubon.org,,,
ok to post,x,2/10/2025 8:02:41,Cassie Rincon,Schlitz Audubon Nature Center,crincon@schlitzaudubon.org,4143522880,"Birding Exploration: Migration

The birds are back in town! As we creep into spring, Wisconsin comes alive with the songs of millions of birds passing through the area on their way to their breeding grounds. Come learn where and how to find them at Schlitz Audubon Nature Center! – which species might you see? 

A brief indoor presentation begins the day on how to look for diagnostic characteristics. Then embark on a hike throughout our diverse and rich habitats to discover which birds have already begun their great journey north. ",Schlitz Audubon Nature Center,"Sunday, March 30, 2025 | 9:00 am - 10:30 am","Members: $17 | Non-members: $23

For more information and to register: https://www.schlitzaudubon.org/event/migration-birding-exploration/",crincon@schlitzaudubon.org,,,
ok to post,x,2/10/2025 13:29:46,Cassie Rincon,Schlitz Audubon Nature Center,crincon@schlitzaudubon.org,4143522880,"Spring Ephemerals Walk

Explore the woods and meadows searching for the early spring flowers that are harbingers of the growing season. Using field guides and other resources, you’ll learn key identification features, what pollinators they attract, and where they are most often found. By the end of the walk, you will be able to identify a variety of native plants, as well as if those plants can be incorporated into your own yard.",Schlitz Audubon Nature Center,"Saturday, April 26, 2025 | 9:30 am - 11:00 am","Members: $17 | Non-members: $23

For more information and to register: https://www.schlitzaudubon.org/event/spring-ephemerals-walk/",crincon@schlitzaudubon.org,,,
ok to post,x,2/10/2025 13:30:56,Cassie Rincon,Schlitz Audubon Nature Center,crincon@schlitzaudubon.org,4143522880,"Bird Song Workshop

Spring brings an abundance of bird activity to the Center with winter birds departing and summer residents returning. They fill the skies, forests, and fields with songs and with no two species sounding quite the same, it can be tricky to tell them apart. In this workshop, you will participate in a presentation designed to help you recognize some of Wisconsin’s common and unique birdsongs. Afterwards, practice your skills in the field on a guided hike.",Schlitz Audubon Nature Center,"Sunday, May 4, 2025 | 9:00 am - 11:00 am","Members: $23 | Non-members: $34

For more information and to register: https://www.schlitzaudubon.org/event/bird-song-workshop/",crincon@schlitzaudubon.org,,,
ok to post,x,2/10/2025 13:33:34,Cassie Rincon,Schlitz Audubon Nature Center,crincon@schlitzaudubon.org,4143522880,"Chiwaukee Prairie Field Trip

One of the most ecologically valuable of its kind, Chiwaukee Prairie is a historic remnant of a once-vast prairie ecosystem across the Midwest. Enjoy a field trip experience to this unique, expansive and pristine State Natural Area located in Kenosha County, next to the shores of Lake Michigan. It contains exceptional biotic diversity, with more than 400 species of plants spread across nearly 500 acres of land.",Chiwaukee Prairie,"Wednesday, May 14, 2025 | 10:00 am - 2:00 pm","Members: $50 | Non-members: $65

For more information and to register: https://www.schlitzaudubon.org/event/chiwaukee-prairie-field-trip/",crincon@schlitzaudubon.org,,,
ok to post,x,2/10/2025 13:34:38,Cassie Rincon,Schlitz Audubon Nature Center,crincon@schlitzaudubon.org,4143522880,"Shrubs and Woody Plants Identification Workshop

Discover the undergrowth species of forests through plant identification and learn how it can determine the health of the ecosystem. Through an interactive presentation, a learning guide, and field experience, you will be able to identify at least 15 different shrubs and woody plants. Some of these plants include native species, but also invasive species that tend to dominate forest habitats. After this workshop, you will be able to confidently identify the shrubs and woody plants in your own backyard or neighborhood and help increase the health of your local ecosystem.",Schlitz Audubon Nature Center,"Saturday, May 17, 2025 | 1:00 pm - 3:00 pm","Members: $23 | Non-members: $34

For more information and to register: https://www.schlitzaudubon.org/event/shrubs-and-woody-plants-identification-workshop/",crincon@schlitzaudubon.org,,,
ok to post,x,2/10/2025 13:35:54,Cassie Rincon,Schlitz Audubon Nature Center,crincon@schlitzaudubon.org,4143522880,"Phenology Hike: Twilight Chorus

Phenology is the study of the timing and occurrence of cyclical patterns and events in nature. When do birds migrate and nest? When do flowers bloom and leaves drop? Nearly all plants and animals follow the meteorological cues of daylight, temperature and rainfall for their survival. In late May, twilight is a special time at the Center and should abound with many sights and sounds, including evening birds, elusive bats, a chorus of frogs, and bright green plants.",Schlitz Audubon Nature Center,"Wednesday, May 28, 2025 | 6:30 pm - 8:00 pm","Members: $17 | Non-members: $23

For more information and to register: https://www.schlitzaudubon.org/event/phenology-hike-twilight-chorus/",crincon@schlitzaudubon.org,,,
ok to post,x,2/10/2025 13:36:55,Cassie Rincon,Schlitz Audubon Nature Center,crincon@schlitzaudubon.org,4143522880,"Conservation Hike

On this hike, learn about how staff and volunteers take care of the land by looking at current and past projects. You will get a sneak peek at upcoming land management projects and an overall view of what the plan for the future is. We will discuss the many invasive species management techniques and how they can be used in your own backyard.",Schlitz Audubon Nature Center,"Saturday, May 31, 2025 | 1:00 pm - 2:30 pm","Members: $17 | Non-members: $23

For more information and to register: https://www.schlitzaudubon.org/event/conservation-hike/",crincon@schlitzaudubon.org,,,
ok to post,x,2/10/2025 13:38:12,Cassie Rincon,Schlitz Audubon Nature Center,crincon@schlitzaudubon.org,4143522880,"Bats of Wisconsin Hike

Explore the world of the only true flying mammals! Starting with an indoor presentation, learn about the eight different bat species found in Wisconsin and how they can be identified by their echolocation calls. You will also learn how you can enjoy these flying mammals as powerful pest control and receive a guide to turn your backyard into a bat-friendly garden. Finally, explore how citizen scientists collect data about the bats in the area to track populations.

After the presentation, we’ll take an evening hike in search of the bats flying near the trails. Using echolocation technology, we will be able to see and hear the calls made by any nearby bats we may discover.",Schlitz Audubon Nature Center,"Tuesday, June 3, 2025 | 8:00 pm - 9:30 pm","Members: $17 | Non-members: $23

For more information and to register: https://www.schlitzaudubon.org/event/bats-of-wisconsin-hike/",crincon@schlitzaudubon.org,,,
ok to post,x,2/10/2025 13:39:16,Cassie Rincon,Schlitz Audubon Nature Center,crincon@schlitzaudubon.org,4143522880,"Early Summer Flower Walk

Explore the woods and meadows searching for the early summer flowers and the last of the spring blooms. Using field guides and other resources, you’ll learn key identification features, what pollinators they attract, and where they are most often found. By the end of the walk, you will be able to identify a variety of native plants, as well as if those plants can be incorporated into your own yard.",Schlitz Audubon Nature Center,"Saturday, June 28, 2025 | 9:30 am - 11:00 am","Members: $17 | Non-members: $23

For more information and to register: https://www.schlitzaudubon.org/event/early-summer-flower-walk/",crincon@schlitzaudubon.org,,,
ok to post,x,2/10/2025 13:40:44,Cassie Rincon,Schlitz Audubon Nature Center,crincon@schlitzaudubon.org,4143522880,"Summer Solstice Hike

Journey down the path to our breathtaking lakefront to enjoy a glorious, sun-drenched morning hike. With luck, we may encounter some summer resident birds singing along the bluffs and terrace. Many view this as a time of new beginnings, healing and rejuvenation – a time to reconnect ourselves to the natural world.",Schlitz Audubon Nature Center,"Friday, June 20, 2025 | 10:00 am - 11:30 am","Members: $17 | Non-members: $23

For more information and to register: https://www.schlitzaudubon.org/event/summer-solstice-hike/",crincon@schlitzaudubon.org,,,
ok to post,x,2/10/2025 13:42:54,Cassie Rincon,Schlitz Audubon Nature Center,crincon@schlitzaudubon.org,4143522880,"Southern Kettle Moraine Field Trip

The Southern Kettle Moraine State Forest is a beautifully preserved landscape which harkens back to Wisconsin’s epic geologic past. Created near the end of the last Ice Age, some 10 – 12,000 years ago, there are rich forests, abundant wetlands and resplendent prairies which flourish with floristic beauty. As we traverse the undulating landscape with many scenic views, we’ll visit some unique sandy lowlands which boast of Prickly Pear cactus, Star Moss and Long-Haired Hawkweed.",Southern Kettle Moraine State Forest,"Wednesday, June 25, 2025 | 10:00 am - 2:00 pm","Members: $50 | Non-members: $65

For more information and to register: https://www.schlitzaudubon.org/event/southern-kettle-moraine-field-trip/",crincon@schlitzaudubon.org,,,
ok to post,x,2/10/2025 13:43:59,Cassie Rincon,Schlitz Audubon Nature Center,crincon@schlitzaudubon.org,4143522880,"Birding Exploration: Spring Migration

One of nature’s greatest migrations is taking place as millions of neotropical songbirds make their way from warmer wintering grounds to breeding territories across North America. The Center’s diverse habitats located along the Lake Michigan shoreline provide a unique birding hotspot to find many of these long-distance migrants. Short distance migrants and year-round resident birds also frequent the area, creating an abundance of bird activity. We’ll begin this program with a brief indoor presentation to discuss the tools for finding migrating birds.",Schlitz Audubon Nature Center,"Sunday, April 13, 2025 | 8:00 am - 9:30 am","Members: $17 | Non-members: $23

For more information and to register: https://www.schlitzaudubon.org/event/birding-exploration-spring-migration/",crincon@schlitzaudubon.org,,,
ok to post,x,2/10/2025 13:45:04,Cassie Rincon,Schlitz Audubon Nature Center,crincon@schlitzaudubon.org,4143522880,"Phenology Hike: Spring in the Air

Phenology is the study of the timing and occurrence of cyclical patterns and events in nature. When do birds migrate and nest? When do flowers bloom and leaves drop? Nearly all plants and animals follow the meteorological cues of daylight, temperature and rainfall for their survival. During the glorious spring migration season, bird activity abounds, and spring ephemerals should be in bloom.",Schlitz Audubon Nature Center,"Friday, April 18, 2025 | 9:00 am - 10:30 am","Members: $17 | Non-members: $23

For more information and to register: https://www.schlitzaudubon.org/event/phenology-hike-spring-in-the-air/",crincon@schlitzaudubon.org,,,
ok to post,x,2/10/2025 13:46:46,Cassie Rincon,Schlitz Audubon Nature Center,crincon@schlitzaudubon.org,4143522880,"Lion’s Den Gorge – Spring Birding on the Bluff

During our day, we will traverse this landscape of many habitats, walking the bluffs as we bird, and descend down into the gorge via stairways to walk along the Lake Michigan shoreline. Forested areas and timely thickets are great locations for songbirds. Your guides for this experience will be Director of Education Tom Finley and experienced birder Michelle Allison, both of whom have led numerous trips to this preserve. ",Lion's Den Gorge,"Wednesday, April 23, 2025 | 10:00 am - 2:00 pm","Members: $50 | Non-members: $65

For more information and to register: https://www.schlitzaudubon.org/event/lions-den-gorge-spring-birding-on-the-bluff/",crincon@schlitzaudubon.org,,,
ok to post,x,2/17/2025 10:46:44,Howard Aprill,Wehr Nature Center,howard.aprill@milwaukeecountywi.gov,4144258550,"Advanced Master Naturalist: Wisconsin Rare Plant Monitoring Program Training 

Are you interested in plant conservation in Wisconsin? Join a group of dedicated volunteers who conduct rare plant surveys around the state. Data collected by volunteers are used to assess plant population trends for state and national conservation efforts. Survey techniques include: estimating large plant populations, assessing habitat condition, and using GPS to locate and mark rare plant populations. Basic plant ID is NOT provided. For more info go to: https://wiatri.net/inventory/rareplants/volunteer/about.cfm

Open to the public; provides continuing education hours for WI Master Naturalists. Program conducted by WI DNR staff with registration and payment conducted through Wehr Nature Center.

$10 Materials Fee includes 10X ""Jeweler's Loup"" appropriate for small plant identification.","Wehr Nature Center 9701 W. College Ave. Franklin, WI 53132","May 3, 2025 10am - 3pm ","Pre-registration is required, go to: https://secure.friendsofwehr.org/np/clients/friendsofwehr/eventRegistration.jsp?forwardedFromSecureDomain=1&event=3108",howard.aprill@milwaukeecountywi.gov,,,
ok to post,x,2/25/2025 14:54:26,Lizzy Reitzloff,Rock River Coalition,lizzy@rockrivercoalition.org,410-370-5826,"Once a month, from April to October, our volunteer stream monitors in Dane County collect data vital to understanding the health of our streams across the Rock River Basin. Data is used by entities involved in the management of our streams and rivers in the Rock River Basin to enhance watershed management decision-making. Anyone interested in volunteering or learning more is welcome to attend our Dane County workshop! By the end of this workshop, you’ll know how to measure water quality and be ready to adopt your own stream monitoring site. No experience or materials needed!","Token Creek County Park, DeForest","Saturday, April 26th 9:00am-3:00pm",Event Page and Registration Link Here: https://rockrivercoalition.org/event/dane-county-volunteer-stream-monitoring-training/,lizzy@rockrivercoalition.org,,,
ok to post,x,2/25/2025 14:56:31,Lizzy Reitzloff,Rock River Coalition,lizzy@rockrivercoalition.org,4103705826,"Once a month, from May to October, our volunteer stream monitors in Dodge and Jefferson County collect data vital to understanding the health of our streams across the Rock River Basin. Data is used by entities involved in the management of our streams and rivers in the Rock River Basin to enhance watershed management decision-making. Anyone interested in volunteering or learning more is welcome to attend our Dodge and Jefferson County workshop! By the end of this workshop, you’ll know how to measure water quality and be ready to adopt your own stream monitoring site. No experience or materials needed!","Riverside Park, Watertown","Saturday, May 3rd 9:00am-3:00pm",Event Page and Registration Link Here: https://rockrivercoalition.org/event/rock-county-volunteer-stream-monitoring-training/,lizzy@rockrivercoalition.org,,,
ok to post,x,2/25/2025 14:58:11,Lizzy Reitzloff,Rock River Coalition,lizzy@rockrivercoalition.org,4103705826,"Once a month, from May to October, our volunteer stream monitors in Rock County collect data vital to understanding the health of our streams across the Rock River Basin. Data is used by entities involved in the management of our streams and rivers in the Rock River Basin to enhance watershed management decision-making. Anyone interested in volunteering or learning more is welcome to attend our Rock County workshop! By the end of this workshop, you’ll know how to measure water quality and be ready to adopt your own stream monitoring site. No experience or materials needed!","Turtle Creek Parkway, Clinton","Saturday, May 24th 9:00am-3:00pm",Event Page and Registration Link Here: https://rockrivercoalition.org/event/rock-stream-monitoring-training/,lizzy@rockrivercoalition.org,,,
ok to post,x,2/25/2025 14:59:54,Lizzy Reitzloff,Rock River Coalition,lizzy@rockrivercoalition.org,4103705826,"Wade in Token Creek with us at Rock River Coalition’s invasive mudsnail monitoring training. Learn how to identify, report, and prevent the spread of one of the state’s most ‘prohibited’ invasive species, the New Zealand Mudsnail. Once trained, volunteers are encouraged to adopt local stream sites to monitor annually. Snail searches will happen once per summer and are estimated to take 30 minutes to an hour per site. Volunteers can search for snails whenever is convenient for them, and supplies are provided.","Token Creek County Park, DeForest","Saturday, June 28th 1:00-2:30pm",Event Page and Registration Link Here: https://rockrivercoalition.org/event/new-zealand-mudsnail-monitoring-training/,lizzy@rockrivercoalition.org,,,
pooled with other rare plant listings,x,2/27/2025 11:22:08,Rachael Lewandowski Sarette,Rare Plant Monitoring Program/Upham Woods,uphamwoods@extension.wisc.edu,608-254-6461,"Are you interested in Plant Conservation in Wisconsin. Join a group of dedicated volunteers who conduct rare plant surveys around the state. Data collected by volunteers are used to assess plant population trends for state and national conservation efforts.

This free training includes survey techniques like how to accurately estimate large plant populations, assess habitat condition, and use GPS coordinates to locate and mark rare plant populations","Upham Woods, Wisconsin Dells","March 22, 10-2",https://www.eventbrite.com/e/rare-plant-monitoring-program-training-upham-woods-tickets-1261556211589,lewandowskis@wisc.edu,,,
pooled with other rare plant listings,x,2/27/2025 11:41:00,Jessica Ross,Wisconsin Department of Natural Resources,jessica.ross@wisconsin.gov,6082196383,Learn how to participate in the Wisconsin Rare Plant Monitoring Program. The program gives plant enthusiasts an opportunity to conduct surveys for rare plants around the state. The information these volunteers collect is used to assess plant population trends during state and national conservation efforts.,"Upham Woods Outdoor Learning Center, Wisconsin Dells","March 22, 10 am - 2 pm",Sign up here: https://wiatri.net/inventory/rareplants/volunteer/training.cfm,jessica.ross@wisconsin.gov,,,
pooled with other rare plant listings,x,2/27/2025 11:43:17,Jessica Ross,Wisconsin DNR,jessica.ross@wisconsin.gov,6082196383,Learn how to participate in the Wisconsin Rare Plant Monitoring Program. The program gives plant enthusiasts an opportunity to conduct surveys for rare plants around the state. The information these volunteers collect is used to assess plant population trends during state and national conservation efforts.,"Wehr Nature Center, Franklin","May 3, 10 am - 3 pm ",Sign up here: https://wiatri.net/inventory/rareplants/volunteer/training.cfm. $10 fee.,jessica.ross@wisconsin.gov,,,
pooled with other rare plant listings,x,2/27/2025 11:45:45,Jessica Ross,Wisconsin DNR,jessica.ross@wisconsin.gov,6082196383,Learn how to participate in the Wisconsin Rare Plant Monitoring Program. The program gives plant enthusiasts an opportunity to conduct surveys for rare plants around the state. The information these volunteers collect is used to assess plant population trends during state and national conservation efforts.,"Cable Natural History Museum, Cable","May 10, 10 am - 2:30 pm",Sign up here: https://wiatri.net/inventory/rareplants/volunteer/training.cfm,jessica.ross@wisconsin.gov,,,
pool with other Hunt Hill Citizen Science,x,3/27/2025 9:41:18,Sage Dunham,Hunt Hill Nature Center,contract@hunthill.org,715-635-6543,"Join Hunt Hill to learn how to identify different types of frog calls at this citizen science program! After an overview of frog calls, we will go out to a nearby pond to count the number of different types of calls. By the end of this program, you will know how to conduct your own citizen science frog call survey on your own property.","Hunt Hill Nature Center, Sarona, WI","Friday, April 25, 2025 7:30 pm – 9:30 pm",For more information and to register please visit https://hunthill.org/citizen-science/ of call Hunt Hill at 715-635-6543.,contract@hunthill.org,,,
pool with other Hunt Hill Citizen Science,x,3/27/2025 9:43:15,Sage Dunham,Hunt Hill Nature Center,contract@hunthill.org,715-635-6543,"Bluebird Nest Watch Training
Visit Hunt Hill and learn how to identify a bluebird, the importance of nest watching, and how to conduct your own nest watch! After we touch base with a quick presentation, we will work outside checking the bluebird nests around Hunt Hill’s main campus and prairie.","Hunt Hill Nature Center, Sarona, WI"," Saturday, May 3, 2025 10:00 am – 11:30 am","For more information and to register, visit https://hunthill.org/citizen-science/ or call 715-635-6543.",contract@hunthill.org,,,
pool with other Hunt Hill Citizen Science,x,3/27/2025 9:46:32,Sage Dunham,Hunt Hill Nature Center,contract@hunthill.org,715-635-6543,"Bat Roost Count
Participants will learn how to help track bat populations by participating in our roost count! Experience a twilight setting, observe bat roosting sites, and contribute valuable data to ongoing conservation efforts. Embrace the mysteries of the nocturnal world while aiding in the protection of these essential and elusive creatures. By the end of this program, participants will be able to conduct a bat roost count independently.","Hunt Hill Nature Center, Sarona, WI","Sunday, June 1, 2025 and Friday, July 11, 2025 - 8:00 pm – 9:30 pm","For more information and to register for the program, visit https://hunthill.org/citizen-science/ or call 715-635-6543.",contract@hunthill.org,,,
pool with other Hunt Hill Two-Day Workshops,x,3/27/2025 11:05:20,Marissa Ginger,Hunt Hill Nature Center,program@hunthill.org,715-635-6543,"Hunt Hill Nature Center is offering a Two-Day Workshop: Amazing Migratory Birds on May 17-18. Led by Bill Volkert, naturalist and retired WI DNR educator, this workshop focuses on bird migration mysteries, warbler and shorebird identification, as well as a special look into Bill's global birding experiences. There will be indoor instruction and lots of time dedicated to birding around the various habitats of Hunt Hill Nature Center, with Bill guiding with his extensive knowledge of migratory birds. More information and registration can be found at hunthill.org/workshops","Hunt Hill Nature Center, Sarona","Saturday, May 17: 10am-5pm. Sunday, May 18: 8:30am-3:00pm","For more information on Bill Volkert, visit: http://billvolkert.com/index.html",program@hunthill.org,,,
pool with other Hunt Hill Two-Day Workshops,x,3/27/2025 11:48:23,Marissa Ginger,Hunt Hill Nature Center,program@hunthill.org,715-635-6543,"Hunt Hill Nature Center is offering a Two-Day Workshop: Geology of Wisconsin on July 17-18. Explore Wisconsin's fascinating geological history with Dr. Ken Bradbury, retired WI State Geologist and director of the Wisconsin Geological and Natural History Survey. Learn about glaciers, aquifers, and the forces that shaped our landscape through hands-on field experiences. More information and registration can be found at hunthill.org/workshops","Hunt Hill Nature Center, Sarona","Thursday, July 17: 10:00am-5:00pm; Friday, July 18: 8:30am-3:00pm","For information about Dr. Bradbury's past publications, visit: https://home.wgnhs.wisc.edu/personnel/bradbury-ken/",program@hunthill.org,,,
pool with other Hunt Hill Two-Day Workshops,x,3/27/2025 12:07:22,Marissa Ginger,Hunt Hill Nature Center,program@hunthill.org,715-635-6543,"Hunt Hill Nature Center is offering a Two-Day Workshop: Lake Ecology, Shoreland Protection & Restoration on September 6-7. Discover the science behind healthy lakes and shorelines with expert guidance. This workshop is led by a panel of professionals and includes hands-on water quality testing and shoreline restoration techniques. Other topics includes advantages of native plants, the benefits of aquatic plants, ""fish sticks"" and practical help with grants and resources for restoration. More information and registration can be found at hunthill.org/workshops","Hunt Hill Nature Center, Sarona","Saturday, September 6: 10:00am-5:00pm; Sunday, September 7: 8:30am-3:00pm",,program@hunthill.org,,,
ok to post,x,4/8/2025 9:03:11,Rachael Lewandowski Sarette,Upham Woods,lewandowskis@wisc.edu,7637728086,"Adventure awaits! Hike 2-3 miles through towering pines and shady maple forests, marvel at breathtaking sandstone cliffs, and uncover the island’s captivating history, from Native American heritage to logging lore. (Note: A North Shore Hike will replace this if river flow is high.)","Upham Woods, Wisconsin Dells",June 6 1-4 OR June 7 1-4pm,$15 per person https://fyi.extension.wisc.edu/uphamwoods/2025/02/20/summer-kickoff/,lewandowskis@wisc.edu,,,
